Holdings details

FTSE Emerging Markets ETF (VWO)


Equity,as of 08/31/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,BMZ1C83,ZTO Express Cayman Inc,2057,0.07%,Air Freight & Logistics,HK,---,"$121,913,205.77","5,740,200"
,B2QKXW0,Bajaj Auto Ltd,BJAUT,0.07%,Motorcycle Manufacturers,IN,---,"$121,640,988.93","954,584"
,6348544,Formosa Plastics Corp,1301,0.07%,Commodity Chemicals,TW,---,"$121,483,494.01","58,165,635"
,B0ZV104,Grupo Aeroportuario del Pacifico SAB de CV,GAPB,0.07%,Airport Services,MX,---,"$120,516,153.28","5,848,743"
,B0L6750,Sanlam Ltd,SLM,0.07%,Life & Health Insurance,ZA,---,"$120,155,100.61","22,336,677"
,7268298,Public Power Corp SA,PPC,0.07%,Electric Utilities,GR,---,"$119,906,059.89","4,314,120"
,B011108,Cipla Ltd/India,CIPLA,0.07%,Pharmaceuticals,IN,---,"$119,902,962.65","8,109,910"
,6687872,Kinsus Interconnect Technology Corp,3189,0.07%,Semiconductor Materials & Equipment,TW,---,"$119,764,219.79","4,641,032"
,BJ9K2H4,Cholamandalam Investment and Finance Co Ltd,CIFC,0.07%,Consumer Finance,IN,---,"$119,595,273.23","6,139,820"
,6628008,Nedbank Group Ltd,NED,0.07%,Diversified Banks,ZA,---,"$119,335,932.87","6,529,640"
,BQPG2F3,Jio Financial Services Ltd,JIOFIN,0.07%,Diversified Financial Services,IN,---,"$119,321,031.59","47,121,556"
,BP6FB33,XPeng Inc,9868,0.07%,Automobile Manufacturers,HK,---,"$118,653,811.70","20,877,965"
,BTJZ707,Alpha Bank SA,ALPHA,0.07%,Diversified Banks,GR,---,"$118,450,731.92","22,333,433"
,BL0L913,Sibanye Stillwater Ltd,SSW,0.07%,Precious Metals & Minerals,ZA,---,"$118,410,577.65","39,994,039"
,BMTWGK2,Bajaj Finserv Ltd,BJFIN,0.07%,Diversified Financial Services,IN,---,"$117,071,524.12","5,522,419"
,6196152,CITIC Ltd,267,0.07%,Industrial Conglomerates,HK,---,"$117,030,576.68","69,949,026"
,BSBND71,Yangtze Optical Fibre & Cable Joint Stock Ltd Co,6869,0.07%,Communications Equipment,HK,---,"$116,970,896.67","5,530,659"
,B118753,Nan Ya Printed Circuit Board Corp,8046,0.07%,Electronic Components,TW,---,"$116,870,852.93","3,016,145"
,BN4MKV3,New Oriental Education & Technology Group Inc,9901,0.07%,Education Services,HK,---,"$116,811,485.50","20,208,950"
,BLFJ7Y1,Akeso Inc,9926,0.07%,Biotechnology,HK,---,"$116,734,906.50","10,190,000"
,BDDRN32,Trent Ltd,TRENT,0.07%,Apparel Retail,IN,---,"$116,511,712.11","3,857,188"
,B1323K0,SABIC Agri-Nutrients Co,SAFCO,0.07%,Fertilizers & Agricultural Chemicals,SA,---,"$115,465,532.56","3,319,062"
,6215273,Compeq Manufacturing Co Ltd,2313,0.07%,Electronic Components,TW,---,"$115,300,026.88","14,732,072"
,BMB2291,Max Healthcare Institute Ltd,MAXHEALT,0.07%,Health Care Facilities,IN,---,"$114,933,285.81","10,507,951"
,B0JGGP5,ITC Ltd,ITC,0.06%,Tobacco,IN,---,"$114,324,540.55","42,636,258"
,5393307,Banca Transilvania SA,TLV,0.06%,Diversified Banks,RO,---,"$114,049,214.79","14,929,722"
,BPR9XV6,NIO Inc,9866,0.06%,Automobile Manufacturers,HK,---,"$113,712,897.19","26,581,778"
,6324500,Evergreen Marine Corp Taiwan Ltd,2603,0.06%,Marine Transportation,TW,---,"$112,867,503.75","15,328,987"
,2634117,UNITED MICROELECTRON-SP ADR,UMC,0.06%,Semiconductors,US,ADR,"$112,442,452.92","5,656,059"
,B0LX3Y2,Aldar Properties PJSC,ALDAR,0.06%,Diversified Real Estate Activities,AE,---,"$112,364,162.29","53,975,371"
,B03MYT9,Turkiye Petrol Rafinerileri AS,TUPRS,0.06%,Oil & Gas Refining & Marketing,TR,---,"$112,100,178.59","13,486,516.239"
,2771672,Falabella SA,FALAB,0.06%,Broadline Retail,CL,---,"$112,091,677.67","16,928,564"
,BZ60N32,SBI Life Insurance Co Ltd,SBILIFE,0.06%,Life & Health Insurance,IN,---,"$112,022,851.16","6,133,233"
,BMTQG26,GULF DEVELOPMENT PCL-FOREIGN,GULF/F,0.06%,Independent Power Producers & Energy Traders,TH,---,"$111,571,726.51","58,513,145"
,BQB7ZL7,Midea Group Co Ltd,300,0.06%,Household Appliances,HK,---,"$111,500,582.53","8,641,317"
,B0XPSB8,Torrent Pharmaceuticals Ltd,TRP,0.06%,Pharmaceuticals,IN,---,"$111,067,718.53","2,086,591"
,6743990,Samvardhana Motherson International Ltd,MOTHERSO,0.06%,Automotive Parts & Equipment,IN,---,"$110,495,718.96","61,742,833"
,B60FNV8,China Gold International Resources Corp Ltd,2099,0.06%,Gold,HK,---,"$110,342,667.80","3,389,400"
,B1VRCG6,CMOC Group Ltd,3993,0.06%,Diversified Metals & Mining,HK,---,"$110,306,019.67","51,770,171"
,BP3R2F1,Kweichow Moutai Co Ltd,600519,0.06%,Distillers & Vintners,CN,---,"$110,214,198.42","569,964"
,6743956,Weichai Power Co Ltd,2338,0.06%,Construction Machinery & Heavy Transportation Equipment,HK,---,"$110,066,926.41","27,247,294"
,BJBXT36,Powerchip Semiconductor Manufacturing Corp,6770,0.06%,Semiconductors,TW,---,"$109,963,746.75","47,799,491"
,6777450,Sasol Ltd,SOL,0.06%,Diversified Chemicals,ZA,---,"$108,199,562.27","8,911,537"
,6327327,Hero MotoCorp Ltd,HMCL,0.06%,Motorcycle Manufacturers,IN,---,"$107,377,118.81","1,878,388"
,2518932,Latam Airlines Group SA,LTM,0.06%,Passenger Airlines,CL,---,"$106,531,622.32","4,122,270,276"
,BMW5M00,Li Auto Inc,2015,0.06%,Automobile Manufacturers,HK,---,"$105,582,705.47","17,508,123"
,BNTYXL5,One 97 Communications Ltd,PAYTM,0.06%,Transaction & Payment Processing Services,IN,---,"$105,435,669.37","5,855,305"
,BPH0717,SCB X PCL-FOREIGN,SCB/F,0.06%,Diversified Banks,TH,---,"$105,056,185.42","23,084,890"
,BF0J5S4,Press Metal Aluminium Holdings Bhd,PMAH,0.06%,Aluminum,MY,---,"$104,706,084.85","52,712,340"
,BSJN3Y0,GRUPO CIBEST SA-ADR,CIB,0.06%,Diversified Banks,US,ADR,"$104,543,860.68","1,087,639"
,BDFLHY1,AIRPORTS OF THAILAND PCL-FOR,AOT/F,0.06%,Airport Services,TH,---,"$104,309,821.80","54,557,244"
,BMZ1CH2,Laurus Labs Ltd,LAURUS,0.06%,Pharmaceuticals,IN,---,"$104,129,520.17","5,181,244"
,BS7JP33,Globalwafers Co Ltd,6488,0.06%,Semiconductor Materials & Equipment,TW,---,"$103,466,983.95","3,597,749"
,6574101,Macronix International Co Ltd,2337,0.06%,Semiconductors,TW,---,"$102,983,125.91","25,934,666"
,6294863,Cummins India Ltd,KKC,0.06%,Construction Machinery & Heavy Transportation Equipment,IN,---,"$102,876,799.13","1,920,921"
,BTXZ178,Vedanta Aluminium Metal Ltd,VAML,0.06%,Aluminum,IN,---,"$102,812,058.72","22,488,292"
,6348715,Formosa Chemicals & Fibre Corp,1326,0.06%,Commodity Chemicals,TW,---,"$102,217,213.83","47,447,524"
,BRBTW19,J&T Global Express Ltd,1519,0.06%,Air Freight & Logistics,HK,---,"$102,036,016.79","82,442,600"
,BD5ZXH8,MOL Hungarian Oil & Gas PLC,MOL,0.06%,Integrated Oil & Gas,HU,---,"$101,769,073.10","6,329,024"
,BVK9DQ0,Coforge Ltd,COFORGE,0.06%,IT Consulting & Other Services,IN,---,"$101,612,464.49","4,883,913"
,B0D0006,BIM Birlesik Magazalar AS,BIMAS,0.06%,Food Retail,TR,---,"$101,528,847.37","12,089,253"
,B128R96,Equatorial SA,EQTL3,0.06%,Electric Utilities,BR,---,"$101,503,003.02","14,342,593"
,6121488,Tata Consumer Products Ltd,TATACONS,0.06%,Packaged Foods & Meats,IN,---,"$100,743,678.56","9,253,808"
,6243898,Commercial International Bank - Egypt (CIB),COMI,0.06%,Diversified Banks,EG,---,"$99,908,281.61","37,266,489"
,B0B8Z29,Bank of Communications Co Ltd,3328,0.06%,Diversified Banks,HK,---,"$99,783,988.10","100,460,609"
,6346333,Novatek Microelectronics Corp,3034,0.06%,Semiconductors,TW,---,"$99,462,498.02","5,841,886"
,B12LZT1,Banque Saudi Fransi,BSF,0.06%,Diversified Banks,SA,---,"$99,413,832.63","17,207,695"
,B08YDF9,CP ALL PCL-FOREIGN,CPALL/F,0.06%,Food Retail,TH,---,"$98,965,520.28","71,053,821"
,BPBLV81,Vibra Energia SA,VBBR3,0.06%,Automotive Retail,BR,---,"$97,927,233.28","14,741,861"
,BD3DWQ6,BSE Ltd,BSE,0.06%,Financial Exchanges & Data,IN,---,"$97,529,108.95","2,834,243"
,BFT7KB7,Federal Bank Ltd,FB,0.06%,Diversified Banks,IN,---,"$97,064,064.45","25,946,023"
,6305721,Tripod Technology Corp,3044,0.05%,Electronic Components,TW,---,"$96,846,040.48","6,190,554"
,B1HHFV6,Kingboard Laminates Holdings Ltd,1888,0.05%,Electronic Components,HK,---,"$96,631,157.45","16,400,799"
,2328595,Banco do Brasil SA,BBAS3,0.05%,Diversified Banks,BR,---,"$96,461,643.74","24,099,365"
,6414832,Kweichow Moutai Co Ltd,600519,0.05%,Distillers & Vintners,CN,---,"$96,422,244.03","498,640"
,B01B1L9,China Mengniu Dairy Co Ltd,2319,0.05%,Packaged Foods & Meats,HK,---,"$96,115,438.44","41,653,920"
,B1B90H9,CG Power & Industrial Solutions Ltd,CGPOWER,0.05%,Electrical Components & Equipment,IN,---,"$95,883,791.32","9,974,898"
,BD8GL18,Postal Savings Bank of China Co Ltd,1658,0.05%,Diversified Banks,HK,---,"$95,872,872.31","141,991,010"
,BP4DVR3,PB Fintech Ltd,POLICYBZ,0.05%,Insurance Brokers,IN,---,"$95,427,044.79","4,849,108"
,B6SNRV2,Bharat Heavy Electricals Ltd,BHEL,0.05%,Heavy Electrical Equipment,IN,---,"$95,276,425.44","20,525,616"
,B00XSF9,Sino Biopharmaceutical Ltd,1177,0.05%,Pharmaceuticals,HK,---,"$94,966,677.72","136,972,444"
,B611LV1,Tata Motors Passenger Vehicles Limited,TMPV,0.05%,Automobile Manufacturers,IN,---,"$94,617,487.15","29,193,730"
,B1FRT61,Indian Hotels Co Ltd/The,IH,0.05%,"Hotels, Resorts & Cruise Lines",IN,---,"$94,508,266.39","12,200,900"
,B12LR51,Etihad Etisalat Co,EEC,0.05%,Wireless Telecommunication Services,SA,---,"$94,261,322.15","5,313,180"
,BJLTVJ4,Dubai Electricity & Water Authority PJSC,DEWA,0.05%,Multi-Utilities,AE,---,"$93,417,456.21","127,191,075"
,BMZ1NS0,Northam Platinum Holdings Ltd,NPH,0.05%,Precious Metals & Minerals,ZA,---,"$93,215,760.50","5,134,353"
,BGSQG47,Britannia Industries Ltd,BRIT,0.05%,Packaged Foods & Meats,IN,---,"$93,002,713.39","1,687,579"
,6190950,China Steel Corp,2002,0.05%,Steel,TW,---,"$92,284,111.29","154,500,496"
,BM91SH0,KANZHUN LTD - ADR,BZ,0.05%,Human Resource & Employment Services,US,ADR,"$90,814,343.76","5,231,241"
,6099723,Bharat Petroleum Corp Ltd,BPCL,0.05%,Oil & Gas Refining & Marketing,IN,---,"$90,695,636.85","26,683,678"
,B137VV2,Almarai Co JSC,ALMARAI,0.05%,Packaged Foods & Meats,SA,---,"$90,253,839.95","6,930,983"
,BD4T6W7,Telkom Indonesia Persero Tbk PT,TLKM,0.05%,Integrated Telecommunication Services,ID,---,"$90,199,396.54","616,420,552"
,B83X6P8,IHH Healthcare Bhd,IHH,0.05%,Health Care Facilities,MY,---,"$89,887,937.58","43,907,935"
,BLGM738,Dr Sulaiman Al Habib Medical Services Group Co,SULAIMAN,0.05%,Health Care Facilities,SA,---,"$89,594,356.17","1,446,296"
,B52J816,Airtac International Group,1590,0.05%,Industrial Machinery & Supplies & Components,TW,---,"$89,242,191.09","1,986,978"
,B8RZJZ1,People's Insurance Co Group of China Ltd/The,1339,0.05%,Property & Casualty Insurance,HK,---,"$88,290,271.09","121,367,422"
,BLC87W9,Persistent Systems Ltd,PSYS,0.05%,IT Consulting & Other Services,IN,---,"$88,232,482.72","1,505,040"
,BLD4QD0,Haier Smart Home Co Ltd,6690,0.05%,Household Appliances,HK,---,"$88,079,944.06","32,275,055"
,B6Z1L73,Tata Power Co Ltd/The,TPWR,0.05%,Electric Utilities,IN,---,"$87,125,767.75","23,928,434"
,6187855,Chang Hwa Commercial Bank Ltd,2801,0.05%,Diversified Banks,TW,---,"$87,006,379.78","109,745,757.725"
,BPJLW35,Adnoc Gas PLC,ADNOCGAS,0.05%,Oil & Gas Refining & Marketing,AE,---,"$86,560,712.88","97,851,277"
,BP0PMS1,Two Point Zero Group PJSC,2POINTZE,0.05%,Industrial Conglomerates,AE,---,"$86,556,549.69","150,610,645"
,BLZGSM7,BANGKOK DUSIT MED SERVICE-F,BDMS/F,0.05%,Health Care Facilities,TH,---,"$86,248,414.79","146,031,820"
,BMD2L36,FULL TRUCK ALLIANCE -SPN ADR,YMM,0.05%,Cargo Ground Transportation,US,ADR,"$85,463,994.00","10,090,200"
,6290689,Remgro Ltd,REM,0.05%,Multi-Sector Holdings,ZA,---,"$85,196,655.55","7,083,490"
,6129181,Gigabyte Technology Co Ltd,2376,0.05%,"Technology Hardware, Storage & Peripherals",TW,---,"$84,999,525.13","7,529,428"
,B08K3S0,Localiza Rent a Car SA,RENT3,0.05%,Passenger Ground Transportation,BR,---,"$84,442,702.76","12,476,307"
,B1YBT08,Sunny Optical Technology Group Co Ltd,2382,0.05%,Electronic Components,HK,---,"$84,334,253.91","9,330,775"
,6599676,Powertech Technology Inc,6239,0.05%,Semiconductors,TW,---,"$83,980,523.03","9,622,856"
,6359881,Gamuda Bhd,GAM,0.05%,Construction & Engineering,MY,---,"$83,822,420.75","74,915,034"
,6192150,China Overseas Land & Investment Ltd,688,0.05%,Real Estate Development,HK,---,"$83,777,212.14","52,588,841"
,BF1YBK2,AU Small Finance Bank Ltd,AUBANK,0.05%,Regional Banks,IN,---,"$83,485,047.11","7,324,129"
,B0C1DM3,Bharat Forge Ltd,BHFC,0.05%,Automotive Parts & Equipment,IN,---,"$83,454,492.91","3,779,515"
,B02GKC7,Suzano SA,SUZB3,0.05%,Paper Products,BR,---,"$83,151,489.44","9,511,117"
,BP6QXH4,Grupo Cibest SA,CIBEST,0.05%,Diversified Banks,CO,---,"$82,989,974.41","3,148,005"
,BNC5412,Dixon Technologies India Ltd,DIXON,0.05%,Consumer Electronics,IN,---,"$82,921,185.13","532,645"
,6139890,GE Vernova T&D India Ltd,GVTD,0.05%,Heavy Electrical Equipment,IN,---,"$82,823,000.51","1,775,059"
,BD4GT29,Guotai Haitong Securities Co Ltd,2611,0.05%,Investment Banking & Brokerage,HK,---,"$82,469,850.79","42,588,427"
,BQ2KJW4,Dr Reddy's Laboratories Ltd,DRRD,0.05%,Pharmaceuticals,IN,---,"$82,225,985.40","6,750,314"
,BPK3C96,SenseTime Group Inc,20,0.05%,Application Software,HK,---,"$81,991,926.27","448,393,000"
,BLF9GQ6,NEPI Rockcastle NV,NRP,0.05%,Real Estate Operating Companies,ZA,---,"$81,966,018.23","8,661,276"
,BF6RHY2,SD Guthrie Bhd,SDG,0.05%,Agricultural Products & Services,MY,---,"$81,905,266.74","51,861,779"
,B4PLX17,Pegatron Corp,4938,0.05%,"Technology Hardware, Storage & Peripherals",TW,---,"$81,787,279.14","28,492,143"
,2645517,GERDAU SA-PREF,GGBR4,0.05%,Steel,BR,---,"$81,151,457.45","17,712,314"
,6283452,Dubai Islamic Bank PJSC,DIB,0.05%,Diversified Banks,AE,---,"$80,851,031.58","41,354,515"
,B5730Z1,New China Life Insurance Co Ltd,1336,0.05%,Life & Health Insurance,HK,---,"$80,755,781.99","13,686,312"
,B0DX8R8,Suzlon Energy Ltd,SUEL,0.05%,Heavy Electrical Equipment,IN,---,"$80,718,029.44","161,959,579"
,6109677,Vanguard International Semiconductor Corp,5347,0.05%,Semiconductors,TW,---,"$80,145,751.35","16,793,615"
,BFFJRM7,Zhongji Innolight Co Ltd,300308,0.05%,Communications Equipment,CN,---,"$80,049,073.31","629,840"
,BC9ZH86,Richter Gedeon Nyrt,RICHT,0.05%,Pharmaceuticals,HU,---,"$79,998,462.86","1,919,099"
,B1359J0,PTT EXPLORATION & PROD-FOR,PTTEP/F,0.05%,Oil & Gas Exploration & Production,TH,---,"$79,856,711.98","17,829,684"
,6421854,Far EasTone Telecommunications Co Ltd,4904,0.05%,Wireless Telecommunication Services,TW,---,"$79,833,979.39","25,077,428"
,BJYKB72,Hansoh Pharmaceutical Group Co Ltd,3692,0.05%,Pharmaceuticals,HK,---,"$79,556,163.05","17,709,000"
,BQB80M6,Varun Beverages Ltd,VBL,0.05%,Soft Drinks & Non-alcoholic Beverages,IN,---,"$79,533,412.68","18,934,929"
,6109893,Yankuang Energy Group Co Ltd,1171,0.05%,Coal & Consumable Fuels,HK,---,"$79,448,900.67","44,561,944"
,BYW1G33,Avenue Supermarts Ltd,DMART,0.04%,Food Retail,IN,---,"$79,105,268.05","1,932,927"
,6143761,Lupin Ltd,LPC,0.04%,Pharmaceuticals,IN,---,"$78,960,958.26","3,436,973"
,6492838,KRUNG THAI BANK PUB CO-FOREI,KTB/F,0.04%,Diversified Banks,TH,---,"$78,337,715.14","60,113,096"
,B0JJV59,Pidilite Industries Ltd,PIDI,0.04%,Diversified Chemicals,IN,---,"$77,889,229.26","4,397,033"
,BS5YNY7,Horizon Robotics,9660,0.04%,Application Software,HK,---,"$77,609,596.11","129,390,600"
,6253767,Indian Oil Corp Ltd,IOCL,0.04%,Oil & Gas Refining & Marketing,IN,---,"$77,449,514.89","53,053,661"
,BG0R3M5,HDFC Asset Management Co Ltd,HDFCAMC,0.04%,Asset Management & Custody Banks,IN,---,"$77,283,828.72","2,811,182"
,BTVMCY5,China Tower Corp Ltd,788,0.04%,Integrated Telecommunication Services,HK,---,"$77,155,323.46","66,366,493"
,6673570,Industries Qatar QSC,IQCD,0.04%,Industrial Conglomerates,QA,---,"$76,814,119.66","27,991,446"
,6105136,United Integrated Services Co Ltd,2404,0.04%,Construction & Engineering,TW,---,"$76,808,246.30","2,299,067"
,BF0TRG6,HDFC Life Insurance Co Ltd,HDFCLIFE,0.04%,Life & Health Insurance,IN,---,"$76,539,186.50","13,427,450"
,2069355,Banco de Credito e Inversiones SA,BCI,0.04%,Diversified Banks,CL,---,"$76,306,513.77","1,104,173"
,B92P9G4,Indus Towers Ltd,INDUSTOW,0.04%,Integrated Telecommunication Services,IN,---,"$75,476,547.79","18,499,224"
,6459930,Inventec Corp,2356,0.04%,"Technology Hardware, Storage & Peripherals",TW,---,"$75,455,008.74","35,885,595"
,BD9Q2J2,Genscript Biotech Corp,1548,0.04%,Life Sciences Tools & Services,HK,---,"$74,952,921.07","17,366,320"
,BP3R284,Ping An Insurance Group Co of China Ltd,601318,0.04%,Life & Health Insurance,CN,---,"$74,899,779.88","9,027,800"
,2849739,ITAU UNIBANCO H-SPON PRF ADR,ITUB,0.04%,Diversified Banks,US,ADR,"$74,811,299.77","9,830,657"
,B01NFT1,Ashok Leyland Ltd,AL,0.04%,Construction Machinery & Heavy Transportation Equipment,IN,---,"$74,584,720.91","40,490,545"
,BHKDY38,Polycab India Ltd,POLYCAB,0.04%,Electrical Components & Equipment,IN,---,"$74,307,948.73","749,782"
,BF7L9J2,Contemporary Amperex Technology Co Ltd,300750,0.04%,Electrical Components & Equipment,CN,---,"$73,525,766.72","1,360,614"
,B1S7225,Power Finance Corp Ltd,POWF,0.04%,Specialized Finance,IN,---,"$73,490,356.50","20,837,666"
,B7LV1N0,Shanghai Commercial & Savings Bank Ltd/The,5876,0.04%,Diversified Banks,TW,---,"$73,489,418.70","54,334,879"
,6225744,Compal Electronics Inc,2324,0.04%,"Technology Hardware, Storage & Peripherals",TW,---,"$73,447,842.40","57,780,971"
,BNHPMD5,Cambricon Technologies Corp Ltd,688256,0.04%,Semiconductors,CN,---,"$73,317,690.78","443,777"
,B12LZK2,Arab National Bank,ARNB,0.04%,Diversified Banks,SA,---,"$73,277,923.36","12,361,940"
,6290496,Taiwan Mobile Co Ltd,3045,0.04%,Wireless Telecommunication Services,TW,---,"$73,250,637.17","20,034,761"
,B0B8Z18,COSCO SHIPPING Holdings Co Ltd,1919,0.04%,Marine Transportation,HK,---,"$73,116,306.17","33,314,105"
,BNDQ8P6,Rede D'Or Sao Luiz SA,RDOR3,0.04%,Health Care Facilities,BR,---,"$72,940,135.98","10,743,120"
,BHHP0S4,Coca-Cola Femsa SAB de CV,KOFUBL,0.04%,Soft Drinks & Non-alcoholic Beverages,MX,---,"$72,824,759.16","6,551,087"
,BYZ9NH7,Solar Industries India Ltd,SOIL,0.04%,Commodity Chemicals,IN,---,"$72,714,858.67","344,450"
,B12LZP7,Bank AlBilad,ALBI,0.04%,Diversified Banks,SA,---,"$72,484,467.35","10,457,852"
,B2PXYH2,eMemory Technology Inc,3529,0.04%,Semiconductors,TW,---,"$72,082,951.89","952,604"
,6869937,TCC Group Holdings Co Ltd,1101,0.04%,Construction Materials,TW,---,"$71,912,000.04","93,509,467"
,6288190,AUO Corp,2409,0.04%,Electronic Components,TW,---,"$71,276,222.79","84,808,499"
,6133405,GAIL India Ltd,GAIL,0.04%,Gas Utilities,IN,---,"$70,873,517.17","38,058,723"
,6702634,Aurobindo Pharma Ltd,ARBP,0.04%,Pharmaceuticals,IN,---,"$70,805,648.52","3,930,400"
,6744807,International Games System Co Ltd,3293,0.04%,Interactive Home Entertainment,TW,---,"$70,537,311.36","3,067,132"
,BV1VXB0,WinWay Technology Co Ltd,6515,0.04%,Semiconductor Materials & Equipment,TW,---,"$70,529,044.88","356,189"
,BZ169C6,China International Capital Corp Ltd,3908,0.04%,Investment Banking & Brokerage,HK,---,"$70,217,851.30","24,477,140"
,BN56JP1,Prologis Property Mexico SA de CV,FIBRAPL,0.04%,Industrial REITs,MX,---,"$70,216,562.54","15,481,026"
,6047023,AMMB Holdings Bhd,AMM,0.04%,Diversified Banks,MY,---,"$69,543,022.02","40,616,345"
,6244675,RHB Bank Bhd,RHBBANK,0.04%,Diversified Banks,MY,---,"$68,746,849.42","31,911,400"
,B1H5082,Zhaojin Mining Industry Co Ltd,1818,0.04%,Gold,HK,---,"$68,579,345.87","23,350,667"
,B03MVJ8,KOC Holding AS,KCHOL,0.04%,Industrial Conglomerates,TR,---,"$68,478,121.43","15,399,529"
,6290991,WT Microelectronics Co Ltd,3036,0.04%,Technology Distributors,TW,---,"$68,353,235.55","11,069,799"
,B56LHP5,Win Semiconductors Corp,3105,0.04%,Semiconductors,TW,---,"$68,312,108.21","4,838,109"
,BMW8R04,JD Health International Inc,6618,0.04%,Drug Retail,HK,---,"$67,984,244.15","14,686,140"
,B9N3SQ0,BB Seguridade Participacoes SA,BBSE3,0.04%,Multi-line Insurance,BR,---,"$67,835,713.25","8,700,350"
,B58J1S8,Chailease Holding Co Ltd,5871,0.04%,Specialized Finance,TW,---,"$67,787,277.69","18,389,490"
,6000305,Jiangxi Copper Co Ltd,358,0.04%,Copper,HK,---,"$67,744,664.74","14,261,722"
,BN6QSM0,OUTsurance Group Ltd,OUT,0.04%,Property & Casualty Insurance,ZA,---,"$67,549,803.77","12,446,422"
,B671GT8,Fibra Uno Administracion SA de CV,FUNO11,0.04%,Diversified REITs,MX,---,"$67,424,152.20","39,098,302"
,6711566,China Resources Power Holdings Co Ltd,836,0.04%,Independent Power Producers & Energy Traders,HK,---,"$67,384,458.57","28,205,149"
,6206051,Wipro Ltd,WPRO,0.04%,IT Consulting & Other Services,IN,---,"$67,096,528.07","34,667,536"
,6333937,ENN Energy Holdings Ltd,2688,0.04%,Gas Utilities,HK,---,"$66,942,247.79","10,581,155"
,6726816,Jindal Steel Ltd,JINDALST,0.04%,Steel,IN,---,"$66,905,137.86","5,345,868"
,6136040,Vedanta Ltd,VEDL,0.04%,Diversified Metals & Mining,IN,---,"$66,787,802.54","22,864,991"
,BLF8533,Bilibili Inc,9626,0.04%,Interactive Media & Services,HK,---,"$66,726,426.63","4,105,001"
,BTJVLJ2,Info Edge India Ltd,INFOE,0.04%,Interactive Media & Services,IN,---,"$66,683,053.17","4,841,865"
,B0FHTN1,Ultrapar Participacoes SA,UGPA3,0.04%,Automotive Retail,BR,---,"$66,640,845.22","9,916,797"
,B1YLCV0,DLF Ltd,DLFU,0.04%,Diversified Real Estate Activities,IN,---,"$66,166,521.46","9,132,243"
,B1XC098,Fortis Healthcare Ltd,FORH,0.04%,Health Care Facilities,IN,---,"$66,055,548.12","6,935,451"
,BYWFSB7,United Spirits Ltd,UNITDSPR,0.04%,Distillers & Vintners,IN,---,"$66,048,240.18","4,222,129"
,B1S34K5,Marico Ltd,MRCO,0.04%,Packaged Foods & Meats,IN,---,"$65,835,169.69","7,650,165"
,B6SR6J5,CENTRAL PATTANA PUB CO-FOREI,CPN/F,0.04%,Real Estate Operating Companies,TH,---,"$65,816,591.58","32,477,224"
,6100089,Bidvest Group Ltd,BVT,0.04%,Industrial Conglomerates,ZA,---,"$65,796,296.54","4,554,745"
,B01NFV3,Bosch Ltd,BOS,0.04%,Automotive Parts & Equipment,IN,---,"$65,683,169.62","125,040"
,BYPCLL6,Adani Energy Solutions Ltd,ADANIENS,0.04%,Electric Utilities,IN,---,"$65,576,987.30","4,410,677"
,6417165,Hotai Motor Co Ltd,2207,0.04%,Automotive Retail,TW,---,"$65,541,254.23","4,052,590"
,B0P6L87,WPG Holdings Ltd,3702,0.04%,Technology Distributors,TW,---,"$65,410,454.43","20,840,382"
,BP4DCB4,FSN E-Commerce Ventures Ltd,NYKAA,0.04%,Other Specialty Retail,IN,---,"$65,218,239.65","17,798,476"
,BP3R217,Industrial & Commercial Bank of China Ltd,601398,0.04%,Diversified Banks,CN,---,"$65,184,051.02","54,267,976"
,B6SPB49,CITIC Securities Co Ltd,6030,0.04%,Investment Banking & Brokerage,HK,---,"$65,014,702.81","18,662,438"
,6100454,IndusInd Bank Ltd,IIB,0.04%,Diversified Banks,IN,---,"$64,877,626.39","6,085,478"
,B03MN70,Akbank TAS,AKBNK,0.04%,Diversified Banks,TR,---,"$64,769,154.57","43,591,538"
